UNIPROT_ID,GENE.NAME,GENE.ID,FASTA,ID,E07,E08,E09,E10,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20
P25311,Zinc-alpha-2-glycoprotein,AZGP1,ZA2G_HUMAN Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2,P25311|Zinc-alpha-2-glycoprotein|AZGP1_sp|P25311|ZA2G_HUMAN Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2,0.504192872,0.691230695,0.96301547,-0.210249549,-0.042135717,0.545659756,-3.92542597,-0.096115275,-0.953015893,0.334141351,-1.915541229,-0.506927823,-0.611478052,-3.586153661,-5.184311959,-1.567584861,-2.461153973,-1.700217303,-1.090334548,-0.55868379,-1.026737697,-4.443893471,-0.914904148,-2.122299879,-1.333604743,-1.813964985,-1.65985468,-0.689013513,-1.575903587,-2.922886027,1.713010481,-1.696735512,-0.952188553,-1.938237392,-1.049552432,-2.505535953,-0.284893546,-2.217876205,0.856384483,-1.475145247,-0.047361659,0.247798052,0.78674264,0.082414384,0.129309068,-0.748912484,0.037653424,-2.222046863,-0.663893566,-1.349547107,0.468550846,-0.649835101,0.082747117,-1.049830176,-2.638100609,-1.436639669,0.620925772,-1.336904644,1.226923473,-2.434943201,-0.787585443,0.478218359,0.80791971,0.976145664,-2.061405702,-3.738709236,-2.151281974,-0.649025283,-0.619166307,-1.16272498,-1.033892381,-1.550933697,0.917168049,-0.439601779,-3.707762651,-4.24286579,-0.7931184,-1.528769527,0.188477701,-2.368200381,-1.269783928,-3.785346821,0.122801438,-2.784463903,-3.859054462,-4.040802108,-3.683503585,-1.060872548,-2.365736537,-3.468256184,-5.44784325,-1.774978398,-1.236154268,-0.23743873
Q96KN2,Beta-Ala-His dipeptidase,CNDP1,CNDP1_HUMAN Beta-Ala-His dipeptidase OS=Homo sapiens OX=9606 GN=CNDP1 PE=1 SV=4,Q96KN2|Beta-Ala-His dipeptidase|CNDP1_sp|Q96KN2|CNDP1_HUMAN Beta-Ala-His dipeptidase OS=Homo sapiens OX=9606 GN=CNDP1 PE=1 SV=4,-4.055365909,-4.665934182,-5.219970092,-6.612848024,-4.798232883,-3.159120744,-5.411213326,-4.108709976,-9.191380556,-2.084523871,-0.021193253,-2.013237066,-0.603434648,-1.534252804,-3.09531996,-2.205086576,-5.776501413,-4.279265042,-5.252142841,-4.452066651,-2.439438693,-7.199773427,-5.470911949,-4.13221887,-3.177884596,-6.98536986,-4.550753143,-6.214885734,-4.648004097,-6.934616159,-3.633691022,-6.463163346,-5.362948112,-2.887796597,-1.858667812,-5.936875515,-5.042374579,-6.823430733,-2.482039997,-1.683123167,-5.948120903,-2.055547752,-4.512677102,-4.9948023,-4.221382833,-4.742921501,-2.247713235,-3.693094018,-2.137127485,-6.784631711,-4.89941215,-4.371602122,-3.198373021,-6.435732733,-4.433973888,-6.89981688,-2.565989716,-4.891476925,-2.698010378,-5.755123378,-6.088048571,-3.585127538,-2.374399732,0.033010686,-4.766458851,-6.248578602,-4.080809421,-4.310085073,-4.615458751,-8.63647178,-2.481337564,-1.190258331,-6.371719727,-4.964409671,-3.648609455,-6.303453165,-1.720265144,-7.753019109,-3.329940121,-2.888067025,-4.531244345,-3.157195907,-4.297148657,-1.900420996,-4.860473675,-6.104915403,-1.379481481,-5.602129366,-1.35032395,-4.159135586,-7.26395023,-1.938574349,-4.412638812,-6.949720427
P61769,Beta-2-microglobulin,B2M,B2MG_HUMAN Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1,P61769|Beta-2-microglobulin|B2M_sp|P61769|B2MG_HUMAN Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1,-1.266333021,-0.992395426,-1.373347105,-1.635073686,-3.519648088,-5.178443172,-3.899912569,-1.326117125,0.241107177,-2.215537458,-3.670706185,-2.859798801,-2.417797728,-3.642510033,-3.18992597,-2.751351697,-2.120754652,-3.556245068,-3.438736758,-4.918311814,-3.812084751,-4.724343637,-1.809170312,-4.653410955,-5.915092592,-4.628173579,-2.604419474,-0.689013513,-3.31857696,-3.797249062,-3.64814513,-5.340614779,-0.550604526,-0.250123,-1.560414911,-2.220056424,-3.309102568,-2.124902055,-1.532281326,-4.100679535,-2.823702688,-3.898062889,-0.958630191,-1.658855591,-2.437462165,-1.339025521,-1.729043582,-3.104918125,-5.114573169,-2.870216077,-1.726679209,-4.039528364,-3.448776413,-4.555870146,-0.26716038,-2.012599516,0.032809363,-0.993306918,0.902566481,-2.243600835,-2.979895321,0.558833692,-2.314925857,0.161049725,-1.793571879,-1.771467797,1.543739488,-4.016717664,-2.220632391,-2.079504204,-2.197787431,-3.911623827,-1.985671581,-0.28362622,-4.18051992,-4.910269005,-5.817357094,-4.822851269,-2.982546159,-3.946974187,-4.324292754,-2.84123251,-0.634806933,-3.379644856,-2.326768325,-1.427973955,-3.285647043,-2.501655461,-3.689260609,-7.871291827,-3.04746042,-3.417564715,-2.614181406,-0.77529789
P02749,Beta-2-glycoprotein 1,APOH,APOH_HUMAN Beta-2-glycoprotein 1 OS=Homo sapiens OX=9606 GN=APOH PE=1 SV=3,P02749|Beta-2-glycoprotein 1|APOH_sp|P02749|APOH_HUMAN Beta-2-glycoprotein 1 OS=Homo sapiens OX=9606 GN=APOH PE=1 SV=3,2.982399194,3.152700391,1.640001587,1.74536254,2.451177061,2.922605502,1.684869423,3.832067606,2.122970448,2.52367896,2.153568953,1.337852177,1.797134789,2.095355524,0.297978864,2.058797771,1.565267025,1.419257532,1.385999515,2.115864625,1.997855199,0.798277715,2.132768882,2.838349515,1.445971041,0.450225969,1.631786229,2.024153971,1.549220526,1.336629976,0.505512829,1.436932099,1.788208091,2.595087297,1.216162601,0.729966682,2.643803584,1.90394692,3.185418019,2.096159732,1.970000391,1.621187916,2.934196466,2.161479863,2.224638481,1.79480697,2.888945139,2.195179371,0.818062478,0.518530922,4.267556198,2.265121739,2.680280309,0.939439468,2.919651157,1.163848644,2.800187392,2.059111958,3.342405447,0.619322697,3.037571232,3.61909349,0.807594122,4.444720862,1.215152771,0.91781061,2.723166643,2.172888013,0.592386708,2.306896557,1.682518217,2.759308815,2.49370902,2.812088695,1.446860834,1.298654417,1.521080561,1.568305415,2.407176109,2.569721109,1.194568781,1.45489149,2.330514697,1.988720998,2.344483598,1.832022492,3.768739496,3.016877437,1.109124065,0.443502219,0.592958409,1.183253413,0.660972127,0.818558726
P02730,Band 3 anion transport protein,SLC4A1,B3AT_HUMAN Band 3 anion transport protein OS=Homo sapiens OX=9606 GN=SLC4A1 PE=1 SV=3,P02730|Band 3 anion transport protein|SLC4A1_sp|P02730|B3AT_HUMAN Band 3 anion transport protein OS=Homo sapiens OX=9606 GN=SLC4A1 PE=1 SV=3,2.348996338,2.242018972,1.595428132,1.820401757,1.979305794,-7.268545359,0.62172839,1.401082008,1.306734441,1.795764054,-2.531323488,-1.280555879,0.623012096,-0.385679626,-6.204653529,-0.093193696,-1.913955286,-1.690731779,-2.874066402,-2.334923496,-1.397960514,-3.061695125,-0.947148879,1.505136497,-0.322351049,-2.676271194,-1.137530103,-1.691025052,-4.887952454,-0.529741133,-0.214930279,-2.819347355,-3.661871881,0.411453491,-1.409387182,-1.928151889,1.770267626,-1.786588877,2.217977637,-0.899841939,-0.856435394,-0.535536464,-2.028434575,0.948515628,1.620125986,-1.52180929,0.519838489,0.541503636,-1.110786158,-0.83620613,1.484642267,0.944579829,1.968587775,0.067030531,1.421821619,-1.388595722,-0.296076226,-0.667567378,3.483135246,-0.563909731,-0.329240593,3.957732083,2.141197338,5.118801153,-0.389722824,2.670489671,2.498481951,2.559473969,1.243996933,2.234444194,-0.482623988,1.146792366,3.358321824,1.102368453,-2.769172296,-4.581689149,-3.113397115,-0.565568339,0.079361543,-2.77297541,-3.449600824,-3.408548508,-1.551565704,-0.809279004,-0.758092732,-1.269472879,-0.312718948,-0.439653651,-3.405035361,-4.337027551,-2.525655539,-0.091388838,-0.46969432,-0.583231437
O75882,Attractin,ATRN,ATRN_HUMAN Attractin OS=Homo sapiens OX=9606 GN=ATRN PE=1 SV=2,O75882|Attractin|ATRN_sp|O75882|ATRN_HUMAN Attractin OS=Homo sapiens OX=9606 GN=ATRN PE=1 SV=2,-2.349921563,-6.66237892,-3.07741121,-3.910702514,-2.868646307,-2.675330618,-4.298038925,-1.908889982,-3.113826365,-3.4332458,-2.75859153,-2.909306684,-2.451910915,-2.531649444,-6.086359857,-4.369303568,-3.163463877,-3.131634372,-2.696807608,-3.430090673,-3.072909973,-4.800101161,-3.260129121,-3.157980876,-2.870024332,-4.571873181,-2.802574533,-3.026129727,-3.028175106,-3.400003326,-3.702237225,-3.436195601,-3.883389556,-2.887796597,-4.921616514,-3.695581245,-2.227494306,-3.468399082,-2.201333416,-2.958450456,-5.008888728,-4.460230174,-2.550319359,-3.668083695,-3.648278023,-3.816422413,-1.548585225,-3.835868086,-2.998017576,-4.747829914,-3.075315089,-3.77106343,-3.222856414,-6.296166628,-3.600411054,-4.401996555,-1.789738133,-2.072765925,-2.17620526,-3.972118959,-3.992690045,-3.004623459,-4.743432062,-4.150240235,-3.961308727,-6.112375373,-3.809565694,-3.878955074,-3.503833948,-4.177472169,-4.003710228,-4.612896779,-3.85711698,-4.507677555,-3.728952006,-3.968762943,-4.119398204,-3.428566046,-2.168101812,-3.090934244,-4.647298899,-4.14749414,-2.725401978,-3.946727208,-3.124829532,-4.198116273,-4.24050191,-4.236552981,-4.265353635,-4.985077564,-5.183045257,-3.937551816,-5.242966235,-4.206298851
P08519,Apolipoprotein(a),LPA,APOA_HUMAN Apolipoprotein(a) OS=Homo sapiens OX=9606 GN=LPA PE=1 SV=1,P08519|Apolipoprotein(a)|LPA_sp|P08519|APOA_HUMAN Apolipoprotein(a) OS=Homo sapiens OX=9606 GN=LPA PE=1 SV=1,-6.042635807,-5.539896634,-6.440446066,-6.657574868,-2.618563114,-6.739883322,-7.931633071,-2.252407049,-2.925668471,-4.713419898,-8.588025435,-5.681030977,-5.14416832,-5.2647077,-8.353946458,-7.661445703,-6.778020962,-6.877737132,-6.756353422,-4.227258467,-3.729792584,-8.473646138,-2.006170392,-2.938530448,-3.061080286,-8.795656899,-6.732316068,-6.679214056,-3.741089633,-5.596345164,-6.791540346,-3.008866058,-5.067961688,-3.995662114,-5.388858728,-3.053494051,-2.850888224,-3.563300787,-3.117620309,-5.458304849,-5.583403328,-3.691563119,-4.158425146,-5.866839957,-3.053468055,-5.359496325,-2.615847701,-3.378292222,-2.776149492,-5.18293486,-3.019154348,-5.051348185,-2.125265246,-6.744805846,-7.265058004,-6.89981688,-1.157953727,-1.844345291,-0.845044637,-7.350818016,-8.038294089,-2.568390259,-4.482365152,-1.584051455,-6.491660282,-0.283756306,-1.988497223,-3.033308036,-9.375044102,-2.104112717,-1.879545699,-3.160229084,-5.853354198,-2.041906952,-5.186253281,-5.808726321,-8.345257663,-8.088407084,-3.22154634,-7.456772113,-6.924925792,-6.783141025,-4.631288884,-4.211155873,-5.743864022,-5.199559585,-4.189520584,-4.187627545,-7.768981995,-4.159135586,-6.574844028,-2.99235918,-4.396583751,-4.388466331
O95445,Apolipoprotein M,APOM,APOM_HUMAN Apolipoprotein M OS=Homo sapiens OX=9606 GN=APOM PE=1 SV=2,O95445|Apolipoprotein M|APOM_sp|O95445|APOM_HUMAN Apolipoprotein M OS=Homo sapiens OX=9606 GN=APOM PE=1 SV=2,-0.025142426,-2.447509437,-1.265864658,-0.85525695,-0.282608891,0.106806429,-2.312352272,0.984555845,-0.742572788,-0.54394737,-0.713350523,-0.903098776,-0.382669983,-0.056851512,-5.075105947,-1.342499639,-2.271563512,-2.060646407,-4.332836893,-2.92147285,-2.624339794,-5.874537546,-1.248825717,-0.616073409,-1.43229562,-2.940808132,-2.173158434,-1.940147839,-1.834080838,-2.361436814,-0.228588169,-1.806202115,-4.350586493,-1.874688625,-3.617700953,-3.429785159,-0.50625808,-2.976822187,-0.101054295,-1.823710676,-3.866308551,-3.426396528,-5.065579282,-2.028946725,-4.026557856,-2.204146897,-1.998644225,-1.362412547,-4.286551032,-2.610944909,-1.639022642,-1.535927871,0.539783729,-2.439616108,-3.337307758,-4.221571807,0.891472727,-2.009796756,-0.050410035,-3.094985004,-3.633929798,-0.375360682,-1.679052834,0.32320704,-4.81168075,-2.377452967,-3.474352205,-4.016717664,-2.237189323,-1.63035302,-2.090684895,-3.36738004,-1.108861545,-1.196527831,-1.176350645,-1.845309922,-1.693386372,-2.999735684,0.393369666,-0.090120311,-1.843891616,-1.280487136,0.313532408,-1.921604959,-2.529722937,-0.961672735,-0.381448961,-2.653095681,-3.878123808,-1.81550919,-2.222428854,-2.039044247,-1.057851809,0.486667388
O14791,Apolipoprotein L1,APOL1,APOL1_HUMAN Apolipoprotein L1 OS=Homo sapiens OX=9606 GN=APOL1 PE=1 SV=5,O14791|Apolipoprotein L1|APOL1_sp|O14791|APOL1_HUMAN Apolipoprotein L1 OS=Homo sapiens OX=9606 GN=APOL1 PE=1 SV=5,2.507314142,2.618695813,1.980035015,1.286101661,2.464403126,0.831403031,1.201563365,3.770310853,3.054630297,2.613074845,0.300579091,1.412162202,2.451433014,3.043363858,-0.134912458,3.41049072,2.506169266,2.904714062,2.938479675,2.4183562,2.229582079,0.836767407,2.05775666,3.54477393,3.849358914,-1.791122817,2.890160412,2.349282305,1.693255225,2.185649074,1.721882393,2.209077745,0.328906115,3.500102006,1.47212767,1.294614174,1.083449649,0.388026063,2.483696695,3.465099972,-0.094282024,2.208775138,1.816994748,2.781228759,1.747237026,1.959971525,2.933520361,0.025661657,0.332212211,0.640949539,1.115246232,3.133965257,1.305116851,2.372169785,-5.076427722,1.063058148,3.655542454,3.58094648,2.670649235,2.631579654,1.914400303,2.856895307,2.114764277,2.491640436,-2.498250368,3.301377262,2.094712506,2.03009521,-1.165411333,2.804600591,3.874594232,1.103895489,1.084375548,0.195485015,3.179619073,3.647261276,3.33154049,2.55190461,4.771406786,3.984243485,2.906862468,2.108515649,3.056301678,2.393476863,4.359180109,2.187235235,4.758569513,1.993429183,2.90069168,2.785178416,3.351392319,4.308034868,3.13508319,5.050780533
Q13790,Apolipoprotein F,APOF,APOF_HUMAN Apolipoprotein F OS=Homo sapiens OX=9606 GN=APOF PE=1 SV=2,Q13790|Apolipoprotein F|APOF_sp|Q13790|APOF_HUMAN Apolipoprotein F OS=Homo sapiens OX=9606 GN=APOF PE=1 SV=2,-3.913603846,-2.742458386,-1.693621365,-3.987442775,-1.61036905,-1.806469956,-2.573119261,-0.510588025,-2.391416658,-0.901808299,-2.332324763,-3.706048798,-1.272208427,-2.66194154,-4.966789699,-2.811935596,-0.209692667,-2.763731208,-4.151503873,-3.780196571,-3.404716837,-3.644958527,-0.617289511,-1.307115777,-0.482224864,-1.812430871,-2.678259261,-3.493479326,-4.919399596,-2.67820661,-1.847381848,-4.070109154,-2.300205821,-2.467805054,-5.002339142,-3.434888992,-1.704636209,-4.087131385,-0.608268101,-6.265849171,-2.222536282,-2.290439246,-1.004552304,-2.205301962,-3.331895892,-1.399861936,-6.852467931,-3.104918125,-2.958718586,-5.13310644,-0.585777716,-3.328104127,-2.893461466,-5.42198974,-1.132857465,-1.542595314,-0.481623835,-2.4151191,-1.946319465,-4.011588446,0.663317217,-1.13309695,-2.65051784,-0.559157871,-3.677715077,-3.969398708,-5.217089294,-2.963393037,-4.826962856,-2.630474881,-0.001694921,-2.984865556,-3.300657388,-1.982017388,-2.887696678,-3.247038447,-4.448820808,-2.60219909,-1.524435552,-1.541388638,-4.445642053,-2.84123251,-1.456741559,-2.538518665,-2.617193984,-2.954039702,-2.665361212,-2.821203745,-1.803845888,-2.902313116,-4.664958669,-3.991605877,-3.062220045,-2.102066623
P02649,Apolipoprotein E,APOE,APOE_HUMAN Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1,P02649|Apolipoprotein E|APOE_sp|P02649|APOE_HUMAN Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1,4.627826378,4.397891929,3.531519559,4.152393198,2.225809579,5.565289518,1.492955997,3.220436648,1.451719012,2.508650565,3.703373372,1.155278225,2.67771848,1.418341258,-0.842734492,1.801382132,-0.02050232,-0.378241023,0.014902285,0.584623568,1.411783887,0.192630032,1.570443316,2.502411032,1.549255067,0.423015012,-0.012690184,1.03524539,-0.64067679,0.160986531,-0.268145021,-0.740215487,-0.179351427,0.418197473,0.727950832,4.535183725,1.519319074,0.579194392,2.257657889,0.457024412,1.3472781,0.858763512,1.003890575,1.68446712,2.733976051,1.797920877,3.469705056,2.761777778,1.387356615,-0.257310399,1.322528485,1.664336651,2.847922154,0.241287303,3.274066284,1.172842144,2.073086118,1.247990218,2.553974408,0.094629451,1.817299859,3.239708602,2.131474643,4.018733329,1.291202621,3.770634451,3.410088841,2.32591779,1.725227545,1.610992098,3.317899402,4.619314019,3.551445654,2.092141013,1.284722305,-0.810002836,-0.23644515,0.466655542,1.863654535,1.26760463,-1.028634972,-0.330839704,2.700416554,1.609725796,1.984054134,0.478543712,2.65886384,1.819237485,0.364468268,-0.154273475,0.194340182,0.340572466,1.124027556,0.817018537
P05090,Apolipoprotein D,APOD,APOD_HUMAN Apolipoprotein D OS=Homo sapiens OX=9606 GN=APOD PE=1 SV=1,P05090|Apolipoprotein D|APOD_sp|P05090|APOD_HUMAN Apolipoprotein D OS=Homo sapiens OX=9606 GN=APOD PE=1 SV=1,0.130531563,1.084254414,0.053193421,-0.553730227,-0.432681957,-0.447747434,-0.420882816,0.210726326,-1.166549468,-0.162372415,-0.639869028,0.099470482,-1.125567638,-1.006580442,-3.715853123,-0.913078386,-1.876864499,-2.449685015,-1.249145229,-4.855373363,-2.637178535,-4.181298297,-1.213276953,-0.145912535,-2.037225443,-2.806088611,-0.663796994,-3.211342356,-0.574140978,-3.039873727,0.178356627,-0.617227694,-3.437963191,0.008812773,-4.122960208,-1.099089325,0.875608154,-3.289101514,-0.219760429,-0.659296615,-1.599258655,-2.430520084,-1.744303654,-1.502659801,-1.377266544,-0.846390858,-1.431864332,-0.414655552,1.05000969,-1.49078566,1.253825774,-1.861817863,0.277752603,-2.439616108,1.251216751,-2.07022542,1.253165952,-0.652253167,1.253997003,-2.876515555,0.430819876,-1.950661391,-2.842651781,-0.003869236,-2.967342346,-3.491178703,-1.703950796,-1.33983374,-1.841513894,-2.791874165,-3.681340646,-3.96646186,-2.089489237,-2.151183799,-0.635535657,-2.203461304,-0.539203455,-3.286324699,-0.19301291,-0.110961423,-3.298284716,-1.497169342,-0.068448371,-1.712861631,-1.221764751,-3.23614127,0.061786471,-0.774176723,-2.795472898,-1.609833892,-3.875616978,-3.49782376,-2.070249662,-2.261371677
P02656,Apolipoprotein C-III,APOC3,APOC3_HUMAN Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1,P02656|Apolipoprotein C-III|APOC3_sp|P02656|APOC3_HUMAN Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1,4.513606521,1.865290934,1.412293643,2.559035966,2.649034817,5.098988266,1.852352903,3.470844524,1.360725283,3.260218352,1.668182368,0.472121031,0.919580415,0.599994465,-0.481203526,1.375748903,1.69586637,1.911775823,0.416832874,0.92620313,2.731227265,1.19205208,2.829845517,0.583489564,1.644135271,2.025561108,0.401997562,1.636993927,-0.513418884,-3.015000193,0.72200874,-2.206871504,0.603249938,0.822288664,1.088766386,2.843236038,2.431172302,0.152959832,1.426039905,0.471327587,-0.037239174,2.223987807,2.9018645,2.151207409,2.283129367,2.487020749,3.019669857,2.233415577,-0.174903814,-2.224219563,1.048918179,2.744442323,3.117821856,2.233698148,3.156973523,1.203101433,0.507652195,2.824276268,0.941820716,2.559250441,1.938526707,4.807388601,5.904711487,4.792183755,1.605513863,5.520166881,3.19737458,1.964757785,-0.000598511,2.112045239,1.968344074,0.54966021,3.157955005,3.385769787,1.458390048,-0.38535182,-0.674329878,-0.210069289,2.764793017,2.319589233,2.139864313,0.883947314,4.519370658,1.703795131,3.021071983,2.874173975,1.218582664,3.560463842,1.775218204,-1.001032916,1.103476327,0.537491791,3.668680936,3.440701186
P02655,Apolipoprotein C-II,APOC2,APOC2_HUMAN Apolipoprotein C-II OS=Homo sapiens OX=9606 GN=APOC2 PE=1 SV=1,P02655|Apolipoprotein C-II|APOC2_sp|P02655|APOC2_HUMAN Apolipoprotein C-II OS=Homo sapiens OX=9606 GN=APOC2 PE=1 SV=1,3.33413865,1.157455649,1.399639224,-1.564137465,0.409549706,1.746370939,-1.348419986,-0.287897803,0.03691508,0.114486654,-1.576075774,0.29774477,-0.686485253,-1.078074396,-5.184311959,0.765157704,-0.765401857,1.150333887,-1.318295985,-1.796396001,0.608727452,-1.032118458,0.445979858,-1.746890899,0.482009443,-0.910697651,-2.351400275,0.540079222,-1.065276732,-0.967134794,-1.107075519,-2.438771608,0.625255872,1.06884799,-1.134877606,1.167748411,-0.492318889,-2.996528836,-0.648929667,-1.794630048,0.854438173,0.311532052,1.534792415,0.265790818,0.697959667,0.286166661,-0.734549939,0.902801929,-1.209308033,0.368408194,-0.749487621,0.491787253,0.231281941,1.121129403,2.771059445,-1.628009155,0.116929091,2.967809021,1.129806001,0.550613333,-2.895459072,2.114071077,2.868570305,2.886780741,0.876807033,3.980475144,-1.319814017,0.408029919,-2.932511695,-0.336976205,-1.712922745,-4.228042319,-0.441419768,-2.20395663,-1.143193243,-0.459291888,-3.157250117,-1.506237978,0.192445319,-0.693949869,-1.423698633,-1.066718254,2.418946837,1.712368108,-0.507511658,0.72932529,-1.102999451,2.395257324,-2.68733046,-1.356158635,-6.05446616,-0.609700711,0.344954467,-1.270826526
P02654,Apolipoprotein C-I,APOC1,APOC1_HUMAN Apolipoprotein C-I OS=Homo sapiens OX=9606 GN=APOC1 PE=1 SV=1,P02654|Apolipoprotein C-I|APOC1_sp|P02654|APOC1_HUMAN Apolipoprotein C-I OS=Homo sapiens OX=9606 GN=APOC1 PE=1 SV=1,5.284219242,6.173685356,4.119639379,4.974231316,4.282643027,5.285703214,3.265495377,5.543955739,3.530560716,4.74745567,4.170074225,2.898923609,4.504169588,3.67485562,0.845062643,3.58259174,2.919667811,3.045799924,3.559291045,2.810364595,2.392481375,1.332536284,3.520491333,3.924994811,3.434438769,2.103999617,1.967653515,2.987906967,1.614632269,2.309144324,1.990528565,1.094934257,1.647051585,3.617360048,2.160964329,3.629441614,3.930652107,2.312648557,4.237841313,3.888618476,3.595883265,3.13418396,2.937667544,3.143661573,4.277247163,3.563637279,3.053760344,3.56991832,2.14446168,1.13894725,3.654710319,3.34503052,5.153227192,2.185845196,3.868188412,2.99685211,3.873009792,3.165655375,3.376528637,4.295769722,4.018017441,5.772232954,4.32660819,7.295198662,3.164971146,5.035294823,5.422452666,3.821563744,2.57265049,3.922855865,3.827644552,3.27196751,4.228542477,4.841079249,3.32208827,1.581170439,2.165726224,2.53759337,4.351583036,4.059854365,2.241326123,3.074731268,4.770928683,3.481786662,3.949891287,4.288191604,5.386441891,2.960605237,3.383436707,2.522878832,3.087659868,3.414344661,4.071510509,3.945922856
P04114,Apolipoprotein B-100,APOB,APOB_HUMAN Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2,P04114|Apolipoprotein B-100|APOB_sp|P04114|APOB_HUMAN Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2,2.860203791,1.20372173,2.142628504,1.635394263,1.456283224,-0.000190371,-0.196579168,2.755578653,1.030323316,0.962804195,0.453075338,0.272365042,0.85992561,0.007669994,-3.93147054,-0.752570505,-0.056797623,0.327404348,-0.565415963,0.48068922,0.64952559,-1.693614938,1.734022828,1.771542212,-0.095900368,-1.123769375,0.012690184,-0.326738861,-0.244736664,-0.410168521,0.664320058,0.407822243,-0.82572066,0.472197483,-0.010381214,1.367885174,1.3325682,0.710852754,2.364191331,1.133045002,-0.330203404,1.566075733,0.538271854,0.765806621,0.769279515,0.065694781,1.942640094,0.914145759,-0.154469382,-0.680476816,2.121824736,0.125841953,2.692365167,-0.22047644,-0.316066445,-0.604925542,2.617771863,2.031347006,2.860242427,-0.230656143,-0.426094833,2.625640503,2.126084263,3.427544716,0.116898593,3.864045003,2.235604754,1.039911537,1.092356664,2.026040335,1.957481378,1.490582139,2.167796476,2.731885839,0.248437482,-0.169070299,-0.200675758,0.148255417,1.448698346,0.89744636,-0.708033034,0.300958495,1.803291172,0.930395827,0.320289159,0,1.231144279,1.449346654,-0.007565153,-0.169491334,-1.59734653,0.713425478,0.100297325,0.919899461
P06727,Apolipoprotein A-IV,APOA4,APOA4_HUMAN Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=3,P06727|Apolipoprotein A-IV|APOA4_sp|P06727|APOA4_HUMAN Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=3,-0.24861577,1.012145255,-4.346190076,0.085277469,-0.686209277,4.27044511,0.020587519,1.03601406,0.427722767,-0.328619839,-0.144908282,-3.619674854,0.075416868,-3.625043432,-6.955671841,0,-0.503829412,-2.439393124,0.789471194,0.553202735,1.625631812,-5.265088359,-2.547657973,-1.426705615,-0.872081756,-4.635849077,-0.200538519,-0.122957251,-1.371590989,-1.982999206,-1.907093798,-1.317066942,-4.238565402,0.002057185,-3.652512642,-0.7848947,0.852472214,-1.670356991,-3.436496599,-0.515701141,0.520960512,-4.198929368,-1.658804648,-2.451990664,-1.95441308,-1.340922582,-3.172536573,-1.534960333,-4.735946787,-2.870216077,0.723398991,-0.526234744,0.545542365,-1.173995316,-1.093910416,-3.926775214,-0.413017421,-4.669559145,0.597092418,-2.747083393,-2.30762043,-0.762254429,-0.68883329,1.695680325,-1.518797418,-0.312892178,-3.279126269,-0.987247061,2.382435649,-1.684949226,0.503104298,-6.312140273,-0.113567793,0.126217073,1.767460377,0.205443623,1.215244711,-2.457609425,1.92389998,1.937141081,0.951779847,0.54218159,3.3955974,1.703985141,1.73243327,1.366320834,1.674297637,3.369519044,0.409988615,0.930230139,-0.927021752,0.518988751,2.087955721,2.079076639
