AccessionsID,ProteinAccessions,Qvalue,Genes,ProteinDescriptions,ProteinNames,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,NC1,NC2,NC3
P18065,P18065,0.027785864,IGFBP2,Insulin-like growth factor-binding protein 2,IBP2_HUMAN,-3.488622517,-1.111397557,-2.855706893,-2.364573959,-4.020255091,-1.532040304,-3.271072794,-3.020100446,-1.913021157,-3.107790493,1.169862037,-3.025706606,0.128778792
P18206,P18206,0.021024831,VCL,Vinculin,VINC_HUMAN,-1.690943174,-4.07870595,-5.23818205,-4.778756005,-5.523606396,-5.925914267,-3.086196108,-1.619846201,-2.684398131,-5.957257404,-4.00051708,-4.018697906,-5.103058627
P18428,P18428,8.76E-11,LBP,Lipopolysaccharide-binding protein,LBP_HUMAN,1.042533097,-2.827981475,1.80804038,1.004479107,2.277072741,1.966853232,-1.18901473,0.646335642,-0.840846785,-0.4573681,-1.155988927,-3.47497546,-1.4830651
P18669,P18669,0.065992827,PGAM1,Phosphoglycerate mutase 1,PGAM1_HUMAN,-5.367370392,-6.756921144,0.421155884,-5.425423969,-4.038268138,-1.878231805,-4.497282289,-2.333067187,-0.688834317,-1.919600696,-2.63776322,-3.802372677,-2.546171311
P19021,P19021,0.115578725,PAM,Peptidyl-glycine alpha-amidating monooxygenase,AMD_HUMAN,-1.210337665,-2.734742435,-2.38805471,1.07639642,-7.485217375,-3.945623213,7.47550492,5.198464381,7.181091618,3.283797525,-8.469011055,0.081827731,2.780883017
P19320,P19320,0.065830702,VCAM1,Vascular cell adhesion protein 1,VCAM1_HUMAN,-5.845499757,-8.208339243,-5.749552177,-6.467842037,-1.057784892,-3.954602234,-5.378909892,-4.200032316,-7.004670789,-4.548368061,-6.358213419,-5.170582585,-5.630460804
P19429,P19429,0.169239233,TNNI3,"Troponin I, cardiac muscle",TNNI3_HUMAN,0.61102439,0.757473273,2.717863331,1.438830958,-1.513388589,-2.081441777,1.301630682,1.083090539,1.431635342,0.477912833,1.277573959,1.120444317,1.38042106
P19652,P19652,0.000326553,ORM2,Alpha-1-acid glycoprotein 2,A1AG2_HUMAN,6.806703564,5.866078541,6.565166965,7.133140466,6.692829534,6.440134362,4.937901538,5.979572346,4.908867477,5.493042123,4.334877355,4.008650338,4.311163454
P19823,P19823,7.51E-10,ITIH2,Inter-alpha-trypsin inhibitor heavy chain H2,ITIH2_HUMAN,2.291613901,2.326932416,1.237695402,2.583952924,0.910084068,0.74884139,1.384271341,2.219970495,1.395059958,1.744419236,1.53872411,1.095540257,1.676917307
P19827,P19827,0.000833787,ITIH1,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1_HUMAN,2.821963821,2.403815597,2.328775439,2.920174898,1.571606249,1.469065749,1.777579714,2.374216063,1.50247161,2.356375659,1.514213856,1.634007007,2.254570418
P19971,P19971,0.200359438,TYMP,Thymidine phosphorylase,TYPH_HUMAN,-1.402092422,-2.709228385,-1.809439814,-2.0219942,-4.160291768,-1.444773629,-6.771281544,-7.519795116,-3.651859864,-4.239904401,-6.788910366,-7.972581201,-4.735302696
P20023,P20023,0.12743142,CR2,Complement receptor type 2,CR2_HUMAN,-8.134552573,-5.159821516,-8.444483863,-5.103286002,-3.953171967,-4.882815821,-5.877228614,-6.0151797,-6.374871634,-5.16331942,-4.935853922,-7.211621565,-7.258636354
P20036,P20036,0.184336722,HLA-DPA1,"HLA class II histocompatibility antigen, DP alpha 1 chain",DPA1_HUMAN,-3.737351141,-1.801077088,-2.39514473,-2.772008581,1.049713738,0.372683731,0.630702003,-1.718295056,-5.214306617,-1.015358488,-3.391577091,-1.719192439,-2.2306681
P20061,P20061,0.181168468,TCN1,Transcobalamin-1,TCO1_HUMAN,-3.939571797,-4.036531036,0.344932558,-4.670614423,-4.039161483,-5.074331289,-2.088647691,-2.699703345,-2.477335644,-3.182872385,-0.066430616,-3.802372677,-2.635519014
P20160,P20160,0.169239233,AZU1,Azurocidin,CAP7_HUMAN,-7.228544235,-7.059074884,-3.478087847,-6.837212365,-3.556331742,-2.511316276,-7.305224169,-3.293842996,-4.309021968,-4.918214408,-4.361704395,-5.170582585,-6.115546168
P20618,P20618,0.012508037,PSMB1,Proteasome subunit beta type-1,PSB1_HUMAN,-1.402092422,-0.48046127,-0.755115814,-0.045203104,-2.045639031,-4.080004882,-4.433442941,-2.681566058,0.862762031,-2.695577655,-1.656513018,-1.090023002,0.033514919
P20742,P20742,0.01186141,PZP,Pregnancy zone protein,PZP_HUMAN,1.107394085,0.60910838,0.821267145,1.608383887,-4.160291768,-3.563877335,0.894915818,-0.500589187,1.52645371,-2.791007552,1.499619587,-3.903907229,0.833133031
P20851,P20851,0.01020613,C4BPB,C4b-binding protein beta chain,C4BPB_HUMAN,0.049541894,-0.833785285,0.142179928,0.625684698,-2.555291588,0.097726993,-2.642479961,0.002457622,-1.160063184,-1.421599474,-3.192327793,-1.659971063,-2.655535301
P21291,P21291,0.098198579,CSRP1,Cysteine and glycine-rich protein 1,CSRP1_HUMAN,-4.475411591,-6.756921144,-4.958158768,-2.501423556,-2.045639031,-4.333592464,-4.897937781,0.35987257,-5.425602744,-5.773823358,-7.184602937,-7.316599319,-5.514179274
P21333,P21333,0.009278316,FLNA,Filamin-A,FLNA_HUMAN,-4.475411591,-4.329105983,-4.970219599,-0.440716178,-3.251866274,-4.942081783,-6.293487117,-4.324676007,-7.004670789,-2.41639979,-4.935853922,-6.342176119,-4.884227025
P21399,P21399,0.06353088,ACO1,Cytoplasmic aconitate hydratase,ACOC_HUMAN,-6.340565481,-8.208339243,-9.592846192,-5.857673998,-4.160291768,-6.457109814,-4.535046615,-3.93935699,-4.597180164,-5.957257404,-5.491502687,-8.534204446,-5.410049533
P21549,P21549,0.030188636,AGXT,Serine--pyruvate aminotransferase,SPYA_HUMAN,-4.129022623,-4.036531036,-5.574826435,-5.227986201,-4.958177911,-3.59411601,-3.568599051,-2.995026788,-3.51346325,-4.938583679,-7.321768848,-7.211621565,-4.735302696
P21695,P21695,0.054533161,GPD1,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",GPDA_HUMAN,-6.047419768,-4.265542275,-5.871911855,-4.435852064,-5.579350302,-6.264572465,-6.293487117,-6.118824587,-7.004670789,-5.259577911,-7.184602937,-6.342176119,-3.170956006
P21709,P21709,0.157800307,EPHA1,Ephrin type-A receptor 1,EPHA1_HUMAN,-4.606101275,-5.166726997,-6.140226429,-2.364573959,-5.616762999,-5.041922117,-6.293487117,-9.077544055,-5.961098949,-5.741636278,-4.935853922,-10.33954419,-4.713629236
P22105,P22105,0.041668877,TNXB,Tenascin-X,TENX_HUMAN,-7.066485226,-5.093850757,-4.740911555,-5.440355158,-2.147459343,-3.808216342,-9.178586524,-3.293842996,-4.597180164,-2.91515497,-3.329999857,-4.775725049,-3.087509079
P22352,P22352,0.002718609,GPX3,Glutathione peroxidase 3,GPX3_HUMAN,0.620108439,0.691198205,1.098586514,0.991697066,1.989683186,1.475392633,0.330745572,0.83681147,0.103473956,0.962709067,-0.019400652,-0.392665146,0.499691734
P22692,P22692,0.219195936,IGFBP4,Insulin-like growth factor-binding protein 4,IBP4_HUMAN,-4.804551213,-5.653752408,-5.871911855,-5.854446788,-5.523606396,-3.428991829,-4.168665225,-4.972588539,-3.51346325,-2.536863102,-6.135266857,-10.33954419,-7.023684008
P22792,P22792,0.00454208,CPN2,Carboxypeptidase N subunit 2,CPN2_HUMAN,0.549058707,0.215592426,-0.428476935,0.778840069,-0.12124288,1.130081358,0.02767301,0.451423201,-0.026689267,0.743094477,0.158343263,-0.094506316,0.417585853
P22891,P22891,0.060809015,PROZ,Vitamin K-dependent protein Z,PROZ_HUMAN,-3.138119645,-2.298439218,-2.805629866,-2.92831814,-0.154181176,0.372683731,-0.34066057,-5.849289227,-0.663599176,-0.254516155,-0.852762236,-1.090023002,-0.47532711
P22897,P22897,0.080923213,MRC1,Macrophage mannose receptor 1,MRC1_HUMAN,-5.482604594,-5.972587357,-5.127388172,-2.458863203,-2.351525767,-2.449060365,-0.665517233,-0.241501638,-0.31025351,-1.645059591,-2.682372117,-2.498920168,-2.575681851
P23083,P23083,3.85E-05,IGHV1-2,Immunoglobulin heavy variable 1-2,HV102_HUMAN,-0.785296482,-2.521002993,-2.098589864,-1.356953581,-3.793402877,-3.343117276,-2.481885274,-1.770486295,-0.532802068,-1.812515642,-1.304794946,-3.466689697,-0.576188612
P23141,P23141,0.013594602,CES1,Liver carboxylesterase 1,EST1_HUMAN,-1.361510277,-3.264809311,-1.847193236,-0.969182483,-1.875486073,-2.646680596,-2.664028601,-1.383522236,-2.750453005,-5.773823358,-1.175452272,-3.666310469,-4.278722506
P23142,P23142,0.002718609,FBLN1,Fibulin-1,FBLN1_HUMAN,0.237239684,0.6503832,0.232242772,1.171859004,-0.506931163,-0.073537648,-0.669532879,-0.125410861,-0.235995483,0.081545991,-0.027062556,-0.210400227,-0.010986114
P23381,P23381,0.124800704,WARS,"Tryptophan--tRNA ligase, cytoplasmic",SYWC_HUMAN,1.060349049,1.835209343,2.329984259,-0.951836797,-0.358618307,0.093686484,-7.305224169,-2.333067187,-4.465786177,-2.974038742,-1.603418965,-3.69275555,-5.103058627
P23435,P23435;Q8IUK8,0.026223209,CBLN1;CBLN2,Cerebellin-1;Cerebellin-2,CBLN1_HUMAN;CBLN2_HUMAN,-2.483415771,-1.31473693,-0.501727236,-2.92831814,-2.950456111,-2.473484185,-2.810686782,-1.780624127,-2.210980875,-1.627834627,-0.548530591,-3.277920667,-4.669897749
P23470,P23470,0.074379406,PTPRG,Receptor-type tyrosine-protein phosphatase gamma,PTPRG_HUMAN,-4.173402913,-4.528488076,-3.804365189,-3.254692655,-4.529605041,-4.332836398,-1.305802433,-1.780624127,-3.80940667,-0.925249151,-7.116829482,-3.666310469,-2.411625419
P23497,P23497,0.054998724,SP100,Nuclear autoantigen Sp-100,SP100_HUMAN,-3.209164901,-3.942115761,-2.396169673,-4.034981867,-3.153931019,-5.074331289,-3.028462496,-1.60338215,-2.991910861,-1.056920908,-6.175980685,-1.719192439,-2.76606335
P23526,P23526,0.136595761,AHCY,Adenosylhomocysteinase,SAHH_HUMAN,-2.121667934,0.447900122,-0.699526829,1.295785498,0.540506135,-2.338113831,-2.707694233,-3.38225387,-1.79360959,-0.075904033,-2.677581216,-3.864503958,-3.87359356
P23528,P23528,0.054998724,CFL1,Cofilin-1,COF1_HUMAN,-1.087079426,-2.123158981,-0.172953272,-1.93088126,-2.125324587,-0.642923525,-1.205987179,-0.714137435,-1.049370777,-0.443032395,-0.852762236,-1.358525065,-0.641755977
P24043,P24043,0.092220495,LAMA2,Laminin subunit alpha-2,LAMA2_HUMAN,-5.902405044,-3.724381005,-6.836723923,-4.045172489,-1.823995332,-5.074331289,-2.353035617,-2.596787586,-2.750453005,-1.999960269,-2.515564132,-3.69275555,-1.22704121
P24158,P24158,0.127494012,PRTN3,Myeloblastin,PRTN3_HUMAN,-5.868321193,-4.42853937,-6.140226429,-3.399473896,-0.322996677,-1.444773629,-2.863398834,-2.995026788,-5.425602744,-2.243692425,-6.24988576,-7.316599319,-4.735302696
P24298,P24298,0.12707385,GPT,Alanine aminotransferase 1,ALAT1_HUMAN,-2.874917765,-3.821204481,-2.093985373,-4.778756005,-2.125324587,-1.942484219,-4.535046615,-6.139126891,-1.79360959,-1.804129334,-4.461002043,-4.912943941,-5.309576998
P24592,P24592,0.171700523,IGFBP6,Insulin-like growth factor-binding protein 6,IBP6_HUMAN,-5.108191492,-4.273151894,-5.567005507,-2.364573959,-3.669698778,-0.668982662,-4.497282289,-5.927253402,-3.172361571,-5.335457366,-6.24988576,-4.290234928,-3.911726965
P24821,P24821,0.077505267,TNC,Tenascin,TENA_HUMAN,-8.621236134,-3.504795294,-4.101196441,-1.736532257,-1.057784892,-9.344268278,-4.330721958,-4.200032316,-6.374871634,-1.645059591,-4.433658216,-4.46031136,-3.757024821
P25311,P25311,6.38E-08,AZGP1,Zinc-alpha-2-glycoprotein,ZA2G_HUMAN,2.304430533,2.136094498,2.413837693,2.73066568,2.744418844,2.879513924,1.6316643,2.520106747,2.648555137,2.844763234,1.742962341,1.344912929,2.038150859
P25705,P25705,0.154797248,ATP5F1A,"ATP synthase subunit alpha, mitochondrial",ATPA_HUMAN,-0.362985041,-0.441921538,0.009736824,0.043899389,-2.55308404,-1.478633472,0.722668887,1.690827912,-0.3303813,0.04622517,1.499619587,0.413667048,1.376524773
P25786,P25786,0.060047528,PSMA1,Proteasome subunit alpha type-1,PSA1_HUMAN,-7.228544235,-6.049796351,-5.168711436,-6.908361445,-7.969378758,-7.533971095,-5.877228614,-2.547457095,-4.825747996,-3.36084682,-4.364845379,-8.190551249,-5.033947
P25815,P25815,0.148526932,S100P,Protein S100-P,S100P_HUMAN,-3.049669858,-2.123158981,-6.836723923,-2.364573959,-3.825083246,-3.862951581,-3.271624216,-2.157965159,-4.994018804,-4.253212584,-4.011304931,-4.46031136,-2.228030299
P26022,P26022,0.080923213,PTX3,Pentraxin-related protein PTX3,PTX3_HUMAN,-2.114191764,-0.902335583,-3.128531808,-0.900236119,0.000682605,-0.642923525,-3.957504831,-1.211737714,-2.750453005,1.35825655,-8.175438644,-3.251490273,-2.591669542
P26038,P26038,0.051747055,MSN,Moesin,MOES_HUMAN,-4.548657589,-5.469497108,-5.039805317,-2.411410773,-3.231220934,-4.333592464,-2.235538005,-3.552575408,-1.077812676,-1.419077802,-5.491502687,-3.086421711,-2.149033548
P26927,P26927,0.00166209,MST1,Hepatocyte growth factor-like protein,HGFL_HUMAN,-0.422598721,-0.115001761,-0.576858094,-0.413095215,-0.154181176,-1.272676613,-1.178534994,-0.072845427,-0.688834317,-0.426736644,-0.85501107,-1.158096329,-1.419993695
P27169,P27169,0.001333229,PON1,Serum paraoxonase/arylesterase 1,PON1_HUMAN,2.748432198,3.238452325,2.986001138,3.197074854,2.700595606,1.793923409,2.907181084,3.451622055,2.606440357,3.267165029,2.314510499,3.046058451,2.636859305
P27487,P27487,0.118044846,DPP4,Dipeptidyl peptidase 4,DPP4_HUMAN,-6.340565481,-6.600048727,-6.421291835,-6.837212365,-5.579350302,-5.495531293,-6.771281544,-5.34972364,-4.991613829,-4.239904401,-6.135266857,-6.342176119,-5.286054225
P27797,P27797,0.065135196,CALR,Calreticulin,CALR_HUMAN,-4.462682339,-4.96797796,-2.036851505,-6.750681178,-5.55771705,-5.495531293,-4.798334076,-2.880615606,-3.581267883,-5.16331942,-4.855156557,-4.674968719,-0.857387924
P27918,P27918,0.011075826,CFP,Properdin,PROP_HUMAN,-4.088821306,-1.074707268,-1.88306803,-2.067618256,-2.55308404,-2.646680596,-0.909588568,-0.770167143,-2.484065385,-0.584464965,-2.34139397,-1.677106515,-1.322845957
P28070,P28070,0.210897017,PSMB4,Proteasome subunit beta type-4,PSB4_HUMAN,-6.340565481,-4.343697471,-5.86323646,-5.341392631,-3.423813929,-5.503845743,-6.293487117,-5.536742507,-7.004670789,-3.710040847,-5.491502687,-10.33954419,-8.654641573
P28072,P28072,0.14980879,PSMB6,Proteasome subunit beta type-6,PSB6_HUMAN,-5.482604594,-3.082336359,-5.039805317,-4.670614423,-0.358618307,-2.621174888,-6.003706306,-5.763993521,-5.988955008,-6.163755272,-2.245968516,-3.086421711,-1.797350571
P28300,P28300,0.043324857,LOX,Protein-lysine 6-oxidase,LYOX_HUMAN,2.07656945,1.064675505,-1.347919294,1.768329213,1.481451635,2.648587953,-0.725737307,-0.737424029,0.030134016,1.06518356,-0.332001821,-3.47497546,-0.592974538
P29401,P29401,0.014610647,TKT,Transketolase,TKT_HUMAN,-1.532727541,-5.225891503,-5.147497194,-3.076958461,-2.068041785,-2.380887597,-1.178534994,-0.733253781,-2.797418064,-1.85271763,-2.682372117,-1.367861022,-0.920899385
P29475,P29475,0.01020613,NOS1,"Nitric oxide synthase, brain",NOS1_HUMAN,0.238386205,-0.751164211,0.581698264,0.818716589,-0.030202226,-0.075989085,-0.702077541,-0.030784028,-0.549275765,0.528254429,0.037912831,-1.706221248,-0.450180147
P29622,P29622,0.000857447,SERPINA4,Kallistatin,KAIN_HUMAN,0,0.907432624,0.52972493,0.919961973,-0.547181436,-0.661439887,-0.557858609,0.196193966,-0.30663344,0.362600631,-0.543280572,-0.765771359,-0.460467705
P30041,P30041,0.017452111,PRDX6,Peroxiredoxin-6,PRDX6_HUMAN,-4.818918676,-1.649748753,-2.471005683,-1.425499996,-1.844704818,-4.446963552,-0.34066057,-1.646282822,-1.246010947,0.035738438,-6.366081848,-3.466689697,-4.248962178
P30043,P30043,0.004830034,BLVRB,Flavin reductase (NADPH),BLVRB_HUMAN,-7.042902216,-1.927559383,-2.91861369,-0.969182483,-2.321034234,-4.114148222,-0.701863673,-2.558924427,-3.867682045,-1.332681934,-1.227351925,-3.166684128,-1.982997318
P30044,P30044,0.185327876,PRDX5,"Peroxiredoxin-5, mitochondrial",PRDX5_HUMAN,-5.000083795,-4.847639573,-5.166590034,-4.969381523,-3.24874272,-4.942081783,-6.580027926,-4.514362781,-7.004670789,-6.120756533,-6.133511212,-7.316599319,-7.648468301
P30046,P30046,0.077262335,DDT,D-dopachrome decarboxylase,DOPD_HUMAN,-3.811376599,-4.974344681,-2.036851505,-5.359745677,-4.811893986,-4.351360889,-4.798334076,-1.903347273,-4.5303176,-6.19853069,-3.783872294,-5.170582585,-3.468257577
P30086,P30086,0.044375718,PEBP1,Phosphatidylethanolamine-binding protein 1,PEBP1_HUMAN,-0.624385938,-6.09321935,-2.036851505,-5.854446788,-5.275236511,-3.537906506,-5.459455585,-1.885139173,-4.5303176,-4.833420419,-5.211562756,-3.086421711,-1.329106666
P30101,P30101,0.038638408,PDIA3,Protein disulfide-isomerase A3,PDIA3_HUMAN,-5.985285006,-4.07870595,-4.785826447,-5.857673998,-5.523606396,-7.533971095,-6.580027926,-2.547457095,-5.961098949,-3.560495937,-4.433658216,-5.170582585,-3.468257577
P30711,P30711,0.011178457,GSTT1,Glutathione S-transferase theta-1,GSTT1_HUMAN,-5.011180769,-6.143447068,-7.36808192,0.113951356,-2.694610154,-4.679634633,-2.088647691,-4.108562194,-3.382163173,-2.627233952,-7.184602937,-6.342176119,-7.451356739
P30740,P30740,0.086629114,SERPINB1,Leukocyte elastase inhibitor,ILEU_HUMAN,-1.113305727,-1.933756298,-0.441224272,-1.20278323,-0.195471919,0.512508177,0.360203945,0.83681147,2.77542292,1.17902185,3.129833781,0.331203303,0.289845338
P31146,P31146,0.037433827,CORO1A,Coronin-1A,COR1A_HUMAN,-5.845499757,-6.660023717,-6.421291835,-4.667452587,-7.485217375,-4.882815821,-4.685443293,-5.593868756,-4.465786177,-1.754779456,-4.935853922,-7.211621565,-4.578577146
P31150,P31150,0.056551427,GDI1,Rab GDP dissociation inhibitor alpha,GDIA_HUMAN,-8.621236134,-7.251373728,-8.444483863,-5.440355158,-5.115573509,-4.020153023,-3.072955396,-5.582873205,-7.004670789,-4.356970663,-5.491502687,-7.972581201,-7.258636354
P31151,P31151,0.021664281,S100A7,Protein S100-A7,S10A7_HUMAN,-0.781082627,-0.659810803,-2.156958553,1.599288961,-3.556331742,-1.572876193,0.609075317,-4.566906589,1.230179951,-2.962181222,-4.373495393,-3.471707947,-3.865640464
P31327,P31327,0.170392412,CPS1,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",CPSM_HUMAN,-0.784155706,-1.071924837,-4.520579508,-2.615973485,-3.825083246,-0.459728966,-4.108285875,-1.218126881,-3.651859864,-1.383719815,-2.682372117,-3.36266537,-0.590069225
P31431,P31431,0.168505788,SDC4,Syndecan-4,SDC4_HUMAN,-4.387227078,-5.629771772,-4.970219599,-2.821752362,-4.039161483,-4.206676852,-4.774975773,-4.972588539,-3.658046349,-6.534341741,-7.184602937,-7.316599319,-7.887806661
P31944,P31944,0.036833154,CASP14,Caspase-14,CASPE_HUMAN,0.000386718,0.090163203,-1.002851781,-1.269159761,0.216513815,-0.407014004,-4.743715934,-3.38225387,-3.569993922,-3.07239971,0.008958241,-1.424371631,0.2126081
P31949,P31949,0.03815164,S100A11,Protein S100-A11,S10AB_HUMAN,-4.268531724,-4.07870595,-4.640641972,-7.089868042,-5.978555628,-3.428991829,-9.178586524,-4.928277462,-6.374871634,-4.833420419,-5.433869776,-8.534204446,-7.648468301
P32119,P32119,0.011178457,PRDX2,Peroxiredoxin-2,PRDX2_HUMAN,-2.121667934,-0.821125278,-1.479050313,0.210621896,-1.132214805,-0.165033788,-2.539836251,-1.25899924,-1.251960883,0.312203209,-4.106200302,-2.93205739,-2.149033548
P32754,P32754,0.038866062,HPD,4-hydroxyphenylpyruvate dioxygenase,HPPD_HUMAN,-3.811376599,-1.863615662,-3.422481154,-3.242417,-5.02218403,-6.297026753,-3.089452239,-1.794259574,-3.569993922,-1.537231336,-4.776531859,-2.29116586,-1.940237034
P33151,P33151,0.098479962,CDH5,Cadherin-5,CADH5_HUMAN,-5.902405044,-5.629771772,-3.600372667,-4.585059324,-4.742524109,-3.553689444,-4.108285875,-1.903347273,-5.16184186,-1.682842931,-2.515564132,-3.086421711,-3.2674792
P33908,P33908,0.036615213,MAN1A1,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",MA1A1_HUMAN,-3.70459617,-4.036531036,-3.306570503,-5.18631106,-3.24874272,-3.616000672,-6.293487117,-3.158186906,-3.964930081,-5.46940501,-1.227351925,-2.113568063,-2.178750881
P34096,P34096,0.047900367,RNASE4,Ribonuclease 4,RNAS4_HUMAN,-3.970653706,-3.821204481,-1.479050313,-3.801056698,-4.038268138,-1.501150778,-1.255430355,-1.770486295,0.848404944,-0.036906625,-0.548530591,-2.488619194,-1.215577419
P35030,P35030,0.019193946,PRSS3,Trypsin-3,TRY3_HUMAN,-5.628279685,-6.756921144,-5.86323646,-4.419759125,-2.694610154,-5.702157404,-1.4054312,-2.765056075,-5.027717517,-3.498745756,-4.935853922,-4.290234928,-2.921712573
P35443,P35443,0.175251939,THBS4,Thrombospondin-4,TSP4_HUMAN,-0.136492546,-2.521002993,-0.841652071,-2.92831814,-2.607372207,-1.55986916,-3.413252498,-0.10219396,-1.912279571,-1.798939987,-3.294563513,-1.800498376,-0.219279994
P35527,P35527,0.000326553,KRT9,"Keratin, type I cytoskeletal 9",K1C9_HUMAN,-2.39632122,-2.224710007,-0.172953272,-0.082827111,-1.846128578,-0.835514633,-2.810686782,-3.38225387,-1.552959766,-0.622587439,-2.629687246,-1.719192439,-3.180556759
P35542,P35542,0.006578699,SAA4,Serum amyloid A-4 protein,SAA4_HUMAN,4.052129976,3.582720111,4.097630404,4.577781714,3.619626604,3.9626692,2.647473328,3.32005602,2.268736275,2.82493126,2.356889892,1.988469518,2.214423822
P35555,P35555,0.12743142,FBN1,Fibrillin-1,FBN1_HUMAN,1.98688699,3.897379479,1.494277906,0.461615099,-0.372348204,0.789668252,-0.557858609,0.83681147,3.92323175,0.824112522,3.561920404,0.746746378,1.697135573
P35579,P35579,0.213879825,MYH9,Myosin-9,MYH9_HUMAN,-7.489804464,-5.159821516,-2.934859379,-4.414718652,-4.429786744,-6.264572465,-6.995059647,-5.536742507,-7.004670789,-7.181971109,-2.326749862,-6.342176119,-5.286054225
P35858,P35858,0.000124663,IGFALS,Insulin-like growth factor-binding protein complex acid labile subunit,ALS_HUMAN,-1.386472535,-0.970515008,-1.972520995,-0.738222152,-1.914941599,-0.781048383,-0.696187288,-1.718295056,-0.907903968,-0.178822471,-0.766543707,-0.880532098,-0.754435293
P35908,P35908,0.00281353,KRT2,"Keratin, type II cytoskeletal 2 epidermal",K22E_HUMAN,-1.113305727,-0.441921538,0.399525562,0.520986434,-0.401541193,0.694424097,-0.288882697,0.30074574,3.479821526,0.411967783,-0.617940714,-0.112703484,-0.797937054
P35916,P35916,0.142533323,FLT4,Vascular endothelial growth factor receptor 3,VGFR3_HUMAN,-5.389696466,-6.600048727,-1.749432382,-4.720503263,-4.039161483,-0.668982662,-0.535401168,-0.455470333,-0.363113839,-2.428455826,-4.776531859,-2.578346952,-2.354053123
P35968,P35968,0.196478184,KDR,Vascular endothelial growth factor receptor 2,VGFR2_HUMAN,-2.024196928,-1.786232253,-2.33684522,-5.044446142,-1.157919129,-0.165033788,-4.330721958,-3.773275351,-4.309021968,-2.818619868,-1.392828603,-3.251490273,-1.982997318
P36222,P36222,0.03936847,CHI3L1,Chitinase-3-like protein 1,CH3L1_HUMAN,-4.447302184,-3.082336359,-4.150669651,-1.986566741,-6.273612235,-1.405492043,-1.768110493,-1.619103427,0.505538224,-1.184058044,-4.731302675,-1.358525065,-0.241155379
P36269,P36269,0.161812332,GGT5,Glutathione hydrolase 5 proenzyme,GGT5_HUMAN,2.07656945,0.6503832,0.793639264,3.242990799,-0.082969904,1.761239313,1.733736976,2.8497899,2.625511719,1.310805025,0.349045562,0.70620618,1.376524773
P36871,P36871,0.163184919,PGM1,Phosphoglucomutase-1,PGM1_HUMAN,-5.649664534,-4.492406597,-4.11593998,-2.443767745,-3.153931019,-4.942081783,-2.464815649,-2.481701243,-3.066227371,-0.337371413,-7.656616935,-3.802372677,-0.857387924
P36955,P36955,0.000324916,SERPINF1,Pigment epithelium-derived factor,PEDF_HUMAN,1.27340705,1.039004305,0.850114633,1.420030097,1.152905099,1.344264667,-0.014739665,0.674293107,0.824414628,0.646561597,0.258720652,0.246937276,0.87688276
P36980,P36980,2.43E-08,CFHR2,Complement factor H-related protein 2,FHR2_HUMAN,-1.379519198,0.057182653,-0.652171543,1.602010367,-0.166004095,0.113555883,-3.125082068,0.040303825,-1.37083076,-1.866678977,-2.996886416,-3.166684128,-3.899032692
P37802,P37802,0.079718172,TAGLN2,Transgelin-2,TAGL2_HUMAN,-5.000083795,-6.600048727,-5.574826435,-5.411486895,-1.057784892,-8.324184488,-6.003706306,-0.485370707,-4.597180164,-2.833739862,-4.361704395,-1.719192439,-1.940237034
P37837,P37837,0.012810015,TALDO1,Transaldolase,TALDO_HUMAN,-4.804821212,-3.548460571,-3.369256168,-3.428243689,-1.823094364,-2.659327752,-4.685443293,-3.074663388,-5.16184186,-0.925249151,-2.722877927,-2.757680425,-0.590069225
P37840,P37840,0.099612499,SNCA,Alpha-synuclein,SYUA_HUMAN,-4.883420334,-5.117218075,-1.711829435,-3.898308985,-1.277533831,-4.114148222,-5.175815524,-5.55370802,-4.516852157,-4.094708963,-2.629687246,-3.251490273,-3.899032692
P39687,P39687;Q92688,0.121021488,ANP32A;ANP32B,Acidic leucine-rich nuclear phosphoprotein 32 family member A;Acidic leucine-rich nuclear phosphoprotein 32 family member B,AN32A_HUMAN;AN32B_HUMAN,-0.645595294,0.928922372,-0.107164499,-4.361997479,-3.396140625,0.11250551,-3.086196108,-2.456835465,-1.913021157,-4.070548482,1.111187624,-1.516212114,-1.099754902
P40197,P40197,0.098034999,GP5,Platelet glycoprotein V,GPV_HUMAN,-4.25583326,-4.295682009,-1.40930566,-2.472530327,-4.984399484,-6.193599854,-7.661257652,-4.343282654,-2.162613541,-2.483242999,-1.691289354,-3.320636381,-2.538849901
P40925,P40925,0.02359312,MDH1,"Malate dehydrogenase, cytoplasmic",MDHC_HUMAN,-2.070895197,-3.821204481,-0.813314491,-3.647476543,-3.953171967,-2.607319354,-3.089452239,-2.314332373,-0.663599176,-6.108858508,-3.527650657,-3.466689697,-3.899032692
P41182,P41182,0.075854069,BCL6,B-cell lymphoma 6 protein,BCL6_HUMAN,2.375570066,2.945625933,3.220156139,3.339873354,2.250539895,2.454189562,1.328708503,3.233022905,2.645440758,3.267165029,2.696027537,2.369520158,2.38387722
